"gender","grad_year","transfer","major","minor","returning_member","intern_job_count","Java","Python","R","SQL","C.C..","JavaScript.TypeScript","Languages","NumPy","Pandas","SciPy","Scikit.learn","PyTorch","Tensorflow","Math.4A","CS.9","Calculus.Math.3A.Math.3B.AP.Calc","Math.6A","Math.8.PSTAT.8.CS.40","PSTAT.10","PSTAT.120A","PSTAT.120B","PSTAT.126","PSTAT.160A.160B","Math.117","PSTAT.131","Math.108A","CS.165A.165B","PSTAT.135","Career.fair","Professional.workshops","Technical.workshops","Company.talks...Data.talks","Social.events","Project.groups","Events","Career.Goal","Tableau","Power.BI","Matplotlib","SAS","Looking_for_internship","Looking_for_full_time","internship_or_full_time","Prefer.Remote","Top.desired.location","Top.desired.state","Industry.Preferences","Number.of.completed.data.science.projects","Data_Science_Technologies","research_job_count","Data.Science.Skills","Merged_Languages","Courses","Packages","ID"
"Male",2026,"Yes","Statistics & Data Science","","No",1,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Scientist","Yes","No","No","No","Yes","No","internship","In person","United States","New York","Tech",5,"Power BI, Apache Kafka, SAS, RapidMiner",0,"","Java, Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.8.PSTAT.8.CS.40, PSTAT.10","NumPy, Pandas, SciPy",34
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",1,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","No","Yes","Yes","No","internship","No preference","Germany","","Tech",0,"Power BI, Hadoop, Apache Kafka, Databricks, SPSS, RapidMiner, Alteryx, BigQuery, Hive",1,"Data Visualization, Predictive Analytics","Java, Python, R, SQL, SAS","CS.9, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126","NumPy, Pandas",35
"Male",2026,"No","Statistics & Data Science","","Yes",0,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","Yes","No","Yes","No","internship","In person","United States","Michigan","Tech",4,"Tableau, Spark, Apache Kafka, Airflow, AWS (Amazon Web Services), D3.js, Hive",2,"Natural Language Processing","Java, Python, R, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.108A","NumPy, Pandas",36
"Male",2026,"No","Financial Math & Statistics","","Yes",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","Yes","Yes","No","internship","Remote","United States","Illinois","Tech",3,"Hadoop, GCP (Google Cloud Platform), Azure, Databricks, SPSS, BigQuery, Hive",4,"Machine Learning, Deep Learning, Data Wrangling","Python, R, SQL, SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",37
"Male",2026,"Yes","Statistics & Data Science","","No",1,"No","Yes","Yes","No","Yes","No","Python, R, C.C..","No","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events","Data Analyst","No","Yes","No","No","Yes","No","internship","No preference","United States","Texas","Healthcare",0,"Tableau, Excel, Spark, Airflow, AWS (Amazon Web Services), Jupyter Notebook, Hive",1,"","Python, R, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40","Pandas",38
"Male",2026,"No","Statistics & Data Science","","Yes",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","Yes","Yes","No","Yes","No","internship","No preference","United States","New York","Tech",4,"Power BI, Airflow, Databricks, SAS, SPSS, Alteryx, Snowflake",0,"Deep Learning, Predictive Analytics","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","",39
"Male",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",2,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","No","Yes","No","internship","In person","United States","Pennsylvania","Tech",4,"Power BI, Hadoop, Spark, AWS (Amazon Web Services), Jupyter Notebook, D3.js, RapidMiner, Alteryx",1,"Machine Learning, Natural Language Processing","Python, R, SQL, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126, PSTAT.160A.160B","NumPy, Pandas, SciPy, Scikit.learn, PyTorch",40
"Male",2026,"No","Statistics & Data Science, Sociology","","No",0,"No","Yes","No","No","Yes","No","Python, C.C..","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Career.fair, Professional.workshops, Social.events","Data Scientist","No","No","No","No","Yes","No","internship","No preference","Canada","","Manufacturing",4,"Power BI, Excel, Azure, Databricks, SPSS, BigQuery, Hive",1,"Deep Learning, Predictive Analytics","Python, C.C..","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","NumPy, Pandas",41
"Female",2026,"No","Economics/Economics & Accounting, Statistics & Data Science","","Yes",0,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","No preference","United States","Michigan","Tech",5,"Tableau, Airflow, RapidMiner",2,"Natural Language Processing, Predictive Analytics","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, PSTAT.126","",42
"Male",2026,"No","Statistics & Data Science","","Yes",0,"No","Yes","Yes","No","No","No","Python, R","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Technical.workshops, Social.events, Project.groups","Data Analyst","No","No","No","No","Yes","No","internship","Remote","United States","Ohio","Tech",5,"Spark, SAS, RapidMiner, Snowflake",2,"Data Visualization, Natural Language Processing","Python, R","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","NumPy, Pandas",43
"Male",2026,"No","Statistics & Data Science","","Yes",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Career.fair, Project.groups","Data Analyst","No","Yes","Yes","Yes","Yes","No","internship","Remote","United States","Michigan","Tech",6,"Excel, Spark, Apache Kafka, Airflow, AWS (Amazon Web Services), Hive",3,"Data Wrangling","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy",44
"Male",2026,"No","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","No","No","Java, Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Professional.workshops, Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","No","Yes","Yes","No","Yes","No","internship","Remote","Australia","","Tech",7,"Power BI, Spark, Airflow, Databricks, BigQuery",3,"","Java, Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",45
"Male",2026,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","Yes","Yes","Yes","Yes","No","internship","Remote","United States","Georgia","Tech",3,"Excel, Hadoop, Airflow, D3.js",2,"","Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",46
"Male",2026,"Yes","Statistics & Data Science","","No",1,"Yes","Yes","Yes","Yes","Yes","Yes","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","Yes","Yes","Yes","Yes","No","internship","In person","United Kingdom","","Tech",6,"Tableau, Apache Kafka, GCP (Google Cloud Platform), Azure, BigQuery, Hive",4,"Machine Learning, Deep Learning, Natural Language Processing","Java, Python, R, SQL, C.C.., SAS","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy, Pandas",47
"Female",2026,"No","biology","statistics!","No",4,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","No","Yes","No","Yes","No","internship","No preference","Australia","","Tech",1,"Hadoop, Airflow, AWS (Amazon Web Services), GCP (Google Cloud Platform), SAS, RapidMiner, Alteryx, BigQuery, Hive",0,"Data Visualization, Predictive Analytics, Data Wrangling","Python, R","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","",48
"Male",2026,"No","Psychological & Brain Sciences, Statistics & Data Science","","No",1,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","Yes","Yes","Yes","No","internship","Remote","United States","Pennsylvania","Tech",1,"Excel, AWS (Amazon Web Services), GCP (Google Cloud Platform), Azure, Databricks, SAS, D3.js, BigQuery",2,"Predictive Analytics","Python, R, SQL, SAS","CS.9, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","NumPy",49
"Male",2026,"Yes","Statistics & Data Science","","No",1,"Yes","Yes","No","Yes","Yes","Yes","Java, Python, SQL, C.C..","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","Yes","No","Yes","No","internship","In person","United States","Ohio","Tech",0,"Tableau, Power BI, GCP (Google Cloud Platform), Azure, SPSS, RapidMiner",2,"Data Visualization, Deep Learning, Predictive Analytics","Java, Python, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc","NumPy, Pandas, PyTorch, Tensorflow",50
"Female",2026,"No","Statistics & Data Science","Applied Psychology","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","Yes","No","Yes","No","internship","Remote","Germany","","Tech",5,"Power BI, Hadoop, Apache Kafka, GCP (Google Cloud Platform), Azure, SPSS, D3.js, Alteryx, BigQuery",1,"Data Visualization, Deep Learning, Data Wrangling","Python, R, SQL","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B","",51
"Female",2026,"No","Psychological & Brain Sciences, Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events","Data Engineer","No","No","Yes","Yes","Yes","No","internship","Remote","Germany","","Tech",1,"Tableau, Power BI, Apache Kafka, Alteryx",1,"","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A","NumPy",52
"Male",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","Yes","Yes","No","Yes","Yes","No","internship","In person","Canada","","Finance",2,"Power BI, Spark, AWS (Amazon Web Services), GCP (Google Cloud Platform), BigQuery, Hive",0,"Deep Learning, Predictive Analytics","Java, Python, R, SQL, C.C.., SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.131, Math.108A, CS.165A.165B","NumPy, Pandas, Scikit.learn, PyTorch, Tensorflow",53
"Female",2026,"No","Statistics & Data Science","","No",1,"No","Yes","Yes","No","No","No","Python, R","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","Yes","Yes","No","internship","In person","United States","New York","Tech",3,"Power BI, Databricks, SPSS, D3.js, RapidMiner, Alteryx, BigQuery",0,"","Python, R, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10","",54
"Nonbinary",2026,"Yes","Statistics & Data Science","","No",0,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","No","Yes","No","Yes","No","internship","No preference","United States","Florida","Retail",4,"Tableau, Azure, Databricks, SPSS, Jupyter Notebook, Alteryx, Snowflake",1,"Data Visualization, Data Wrangling","Java, Python, R, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, PSTAT.10","NumPy, Pandas",55
"Male",2026,"No","Mathematics/Applied Mathematics, Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","No","No","Python, R, SQL","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Scientist","No","No","No","Yes","Yes","No","internship","Remote","United States","Georgia","Tech",3,"Airflow, SAS, Jupyter Notebook, D3.js, RapidMiner",1,"Data Visualization, Machine Learning, Deep Learning","Python, R, SQL, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, PSTAT.120B, Math.117, Math.108A","NumPy",56
"Male",2026,"Yes","Statistics & Data Science","","No",1,"Yes","Yes","No","No","No","No","Java, Python","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","Yes","Yes","No","internship","In person","United States","New York","Tech",0,"Excel, Hadoop, AWS (Amazon Web Services), BigQuery",1,"Deep Learning, Natural Language Processing","Java, Python, SAS","Calculus.Math.3A.Math.3B.AP.Calc, PSTAT.10, PSTAT.120A","PyTorch, Tensorflow",57
"Female",2026,"No","Statistics & Data Science","","No",0,"No","Yes","Yes","Yes","Yes","No","Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Career.fair, Professional.workshops, Company.talks...Data.talks, Project.groups","Data Analyst","Yes","No","Yes","No","Yes","No","internship","In person","United States","Florida","Tech",5,"Excel, AWS (Amazon Web Services), RapidMiner, Alteryx, BigQuery, Hive",4,"Predictive Analytics","Python, R, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.108A","",58
"Male",2026,"Yes","Statistics & Data Science","","No",0,"No","No","No","No","No","No","","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Engineer","Yes","Yes","No","No","Yes","No","internship","In person","United States","California","Tech",5,"Tableau, Hadoop, Airflow, Azure, Jupyter Notebook, RapidMiner, BigQuery, Hive",4,"Deep Learning, Data Wrangling","","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A","",59
"Female",2026,"Yes","Financial Math & Statistics","","No",0,"No","Yes","No","Yes","No","No","Python, SQL","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","No","No","No","Yes","Yes","No","internship","No preference","United States","New York","Tech",5,"Tableau, SAS, BigQuery",2,"Machine Learning, Predictive Analytics","Python, SQL, SAS","Calculus.Math.3A.Math.3B.AP.Calc, PSTAT.160A.160B","NumPy, Pandas",60
"Male",2026,"No","Mathematics/Applied Mathematics, Statistics & Data Science","","No",1,"No","Yes","No","No","No","No","Python","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Yes","Technical.workshops, Company.talks...Data.talks, Project.groups","Data Engineer","Yes","Yes","No","Yes","Yes","No","internship","Remote","Canada","","Tech",0,"Tableau, Hadoop, Spark, Airflow, AWS (Amazon Web Services), Azure, Databricks, SAS, D3.js",3,"Data Wrangling","Python, SAS","CS.9, Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, Math.117, Math.108A","",61
"Male",2026,"Yes","Statistics & Data Science","","No",2,"Yes","Yes","Yes","Yes","Yes","No","Java, Python, R, SQL, C.C..","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Career.fair, Professional.workshops, Technical.workshops, Company.talks...Data.talks, Social.events, Project.groups","Data Analyst","Yes","Yes","Yes","No","Yes","No","internship","Remote","United States","New York","Healthcare",4,"Hadoop, Apache Kafka, Azure, SAS, D3.js, RapidMiner",4,"","Java, Python, R, SQL, C.C..","Calculus.Math.3A.Math.3B.AP.Calc, Math.6A, Math.8.PSTAT.8.CS.40, PSTAT.10, PSTAT.120A, Math.108A","",62
